entity_id,label_value,score,race,sex
346,1,0.0,White,Female
347,1,1.0,White,Female
348,0,0.0,White,Male
349,1,0.0,Hispanic,Male
350,1,0.0,Other,Female
351,1,0.0,White,Male
352,0,0.0,Black,Female
353,1,0.0,White,Male
354,1,1.0,White,Male
355,0,0.0,Asian,Male
356,1,1.0,White,Male
357,1,1.0,White,Male
358,1,0.0,White,Male
359,0,0.0,White,Female
360,1,0.0,White,Male
361,1,1.0,White,Male
362,0,0.0,White,Male
363,1,0.0,White,Female
364,1,0.0,White,Male
365,1,1.0,White,Male
366,1,1.0,Hispanic,Male
367,0,0.0,White,Male
368,1,0.0,White,Male
369,1,0.0,Hispanic,Male
370,1,1.0,White,Female
371,1,0.0,White,Female
372,1,1.0,White,Female
373,0,0.0,Asian,Male
374,1,0.0,White,Male
375,1,0.0,White,Male
376,1,1.0,White,Female
377,1,1.0,White,Male
378,0,0.0,Hispanic,Male
379,1,1.0,White,Male
380,1,1.0,White,Male
381,1,0.0,Asian,Male
382,0,0.0,White,Male
383,1,0.0,White,Female
384,1,0.0,Black,Female
385,1,1.0,White,Female
386,0,0.0,Black,Female
387,0,0.0,Asian,Female
388,1,1.0,White,Male
389,1,0.0,Hispanic,Female
390,1,1.0,White,Male
391,1,1.0,White,Male
392,0,0.0,White,Male
393,1,0.0,White,Male
394,1,0.0,Black,Female
395,1,0.0,Asian,Male
396,1,1.0,White,Male
397,1,0.0,White,Male
398,1,1.0,White,Male
399,1,0.0,Hispanic,Female
400,1,1.0,White,Male
401,1,1.0,White,Male
402,1,1.0,White,Female
403,1,0.0,Asian,Male
404,1,0.0,Asian,Male
405,1,1.0,White,Male
406,1,0.0,Hispanic,Female
407,1,1.0,White,Female
408,0,0.0,Other,Male
409,1,0.0,Asian,Male
410,1,0.0,White,Female
411,1,0.0,White,Male
412,1,0.0,Asian,Male
413,0,0.0,White,Female
414,1,1.0,White,Male
415,1,0.0,Hispanic,Male
416,1,0.0,White,Male
417,1,1.0,White,Male
418,1,0.0,White,Female
419,0,1.0,Black,Female
420,1,0.0,White,Female
421,1,0.0,White,Male
422,0,0.0,White,Male
423,0,0.0,White,Female
424,1,1.0,White,Female
425,1,0.0,White,Female
426,1,0.0,White,Male
427,1,0.0,White,Female
428,1,0.0,White,Male
429,1,1.0,Asian,Female
430,1,1.0,White,Male
431,1,1.0,White,Male
432,1,1.0,Other,Female
433,1,1.0,White,Male
434,1,1.0,White,Female
435,1,1.0,White,Male
436,1,1.0,White,Female
437,1,1.0,White,Male
438,1,1.0,White,Male
439,1,0.0,White,Female
440,1,0.0,White,Male
441,0,0.0,Other,Male
442,1,0.0,White,Male
443,1,1.0,White,Male
444,1,1.0,White,Male
445,1,1.0,White,Male
446,1,0.0,White,Female
447,1,1.0,White,Female
448,1,0.0,Asian,Female
449,1,0.0,White,Male
450,0,0.0,White,Female
451,1,1.0,White,Male
452,1,0.0,Hispanic,Female
453,0,0.0,Black,Male
454,1,1.0,Black,Female
455,1,1.0,White,Female
456,1,1.0,White,Male
457,1,0.0,Hispanic,Male
458,0,0.0,White,Female
459,1,1.0,White,Female
460,1,0.0,White,Male
461,1,1.0,White,Male
462,1,0.0,Asian,Male
463,1,1.0,Hispanic,Male
464,0,0.0,White,Male
465,1,1.0,White,Male
466,0,0.0,White,Male
467,0,0.0,White,Female
468,1,1.0,White,Female
469,1,1.0,White,Female
470,1,1.0,White,Female
471,1,0.0,White,Male
472,1,0.0,White,Female
473,1,0.0,White,Female
474,1,1.0,White,Female
475,1,0.0,Asian,Female
476,1,0.0,White,Female
477,0,0.0,Asian,Female
478,1,1.0,Asian,Male
479,1,1.0,White,Male
480,1,1.0,White,Female
481,1,1.0,White,Male
482,1,0.0,White,Female
483,1,1.0,White,Female
484,1,1.0,White,Female
485,1,0.0,Hispanic,Female
486,1,0.0,White,Male
487,1,1.0,White,Male
488,1,0.0,Other,Female
489,1,0.0,Other,Female
490,1,0.0,White,Male
491,1,0.0,White,Male
492,0,0.0,White,Male
493,1,1.0,Asian,Female
494,0,0.0,White,Male
495,1,1.0,White,Male
496,1,0.0,White,Female
497,1,0.0,White,Male
498,1,0.0,White,Female
499,1,1.0,White,Female
500,1,0.0,White,Male
501,0,0.0,White,Female
502,1,1.0,Asian,Female
503,1,0.0,White,Female
504,1,0.0,White,Male
505,0,0.0,Black,Male
506,1,1.0,White,Male
507,1,1.0,White,Male
508,0,0.0,Hispanic,Male
509,1,1.0,White,Male
510,1,0.0,White,Female
511,0,0.0,White,Male
512,1,1.0,White,Male
513,1,1.0,White,Female
514,1,1.0,White,Female
515,1,0.0,White,Male
516,1,1.0,White,Female
517,1,1.0,White,Female
518,1,0.0,Black,Male
519,1,1.0,White,Male
520,1,1.0,White,Male
521,1,1.0,White,Female
522,1,0.0,White,Female
523,1,1.0,White,Female
524,1,1.0,White,Male
525,1,1.0,White,Male
526,1,0.0,White,Male
527,1,0.0,White,Male
528,1,1.0,White,Male
529,1,0.0,White,Male
530,1,1.0,White,Male
531,1,0.0,White,Female
532,1,0.0,White,Female
533,1,1.0,White,Female
534,1,0.0,White,Male
535,1,0.0,White,Female
536,1,1.0,White,Male
537,1,0.0,White,Female
538,1,1.0,White,Female
539,1,1.0,White,Male
540,1,0.0,White,Female
541,1,0.0,White,Male
542,1,1.0,White,Male
543,1,0.0,White,Male
544,1,1.0,White,Male
545,1,1.0,White,Female
546,1,1.0,White,Female
547,1,1.0,White,Female
548,1,0.0,White,Male
549,1,1.0,White,Male
550,1,1.0,White,Female
551,1,1.0,White,Male
552,1,1.0,White,Female
553,1,0.0,White,Female
554,1,1.0,White,Female
555,1,1.0,White,Male
556,1,1.0,White,Female
557,1,0.0,White,Male
558,1,0.0,White,Female
559,0,0.0,Black,Female
560,0,0.0,White,Male
561,1,1.0,White,Female
562,1,1.0,Black,Female
563,1,0.0,Black,Male
564,1,1.0,Black,Female
565,0,1.0,Black,Male
566,0,0.0,Black,Female
567,0,0.0,Asian,Male
568,1,1.0,Black,Female
569,1,1.0,Black,Female
570,0,1.0,Asian,Female
571,1,1.0,Black,Female
572,1,1.0,Black,Female
573,0,0.0,Black,Male
574,1,1.0,Black,Male
575,1,0.0,White,Male
576,1,1.0,White,Female
577,0,0.0,Black,Female
578,1,1.0,Black,Male
579,1,0.0,Black,Male
580,1,1.0,White,Female
581,0,1.0,Asian,Female
582,1,1.0,Black,Female
583,1,1.0,White,Male
584,0,0.0,Black,Female
585,1,0.0,Black,Female
586,1,1.0,Black,Male
587,0,0.0,Black,Male
588,0,0.0,Black,Male
589,1,0.0,Black,Male
590,1,1.0,White,Male
591,0,0.0,Hispanic,Female
592,1,1.0,Hispanic,Male
593,1,0.0,Black,Female
594,1,1.0,Black,Male
595,0,0.0,Black,Female
596,0,0.0,Black,Female
597,1,1.0,Black,Male
598,0,0.0,Black,Female
599,1,1.0,White,Male
600,1,1.0,Black,Female
601,1,1.0,Black,Female
602,0,0.0,Asian,Male
603,1,1.0,Black,Female
604,1,0.0,White,Female
605,1,0.0,White,Male
606,1,1.0,White,Male
607,0,1.0,Black,Female
608,1,0.0,Black,Female
609,1,1.0,White,Male
610,1,0.0,Black,Female
611,0,0.0,Black,Female
612,0,0.0,Black,Male
613,1,0.0,Black,Female
614,0,0.0,Black,Female
615,0,0.0,White,Male
616,1,0.0,Black,Female
617,1,0.0,White,Female
618,1,0.0,Black,Male
619,1,1.0,Black,Male
620,1,0.0,Black,Female
621,0,0.0,Black,Male
622,1,1.0,White,Male
623,1,0.0,Black,Female
624,0,0.0,White,Female
625,0,1.0,Asian,Female
626,1,0.0,Black,Female
627,0,1.0,Black,Female
628,1,0.0,Black,Female
629,0,0.0,Black,Male
630,1,0.0,White,Female
631,1,0.0,Black,Male
632,0,0.0,Black,Male
633,1,1.0,Black,Male
634,0,0.0,Black,Female
635,1,1.0,Black,Female
636,1,0.0,Black,Female
637,1,0.0,Black,Female
638,1,1.0,Black,Female
639,1,1.0,Black,Female
640,1,1.0,Black,Male
641,1,1.0,Black,Female
642,1,1.0,Black,Female
643,1,1.0,Other,Female
644,1,1.0,Black,Female
645,1,0.0,Black,Female
646,0,1.0,Black,Female
647,1,0.0,Black,Female
648,0,0.0,Asian,Female
649,1,1.0,White,Female
650,1,1.0,Black,Male
651,1,1.0,Black,Female
652,0,0.0,Black,Female
653,1,1.0,Black,Male
654,1,1.0,White,Male
655,1,1.0,Black,Male
656,1,1.0,White,Female
657,1,1.0,Black,Female
658,1,1.0,Black,Female
659,1,1.0,Black,Male
660,1,0.0,Black,Male
661,1,0.0,Black,Female
662,0,1.0,White,Female
663,1,0.0,Black,Male
664,1,1.0,Black,Male
665,1,0.0,Black,Male
666,1,1.0,Black,Female
667,1,1.0,Black,Male
668,1,1.0,Black,Female
669,1,1.0,Black,Female
670,0,0.0,Black,Female
671,1,0.0,White,Male
672,1,1.0,White,Female
673,1,1.0,White,Male
674,1,0.0,Black,Male
675,1,1.0,White,Male
676,1,0.0,Black,Male
677,1,0.0,White,Male
678,1,0.0,White,Male
679,1,1.0,White,Female
680,1,1.0,White,Female
681,1,1.0,White,Female
682,1,0.0,White,Male
683,1,1.0,White,Male
684,1,1.0,White,Female
685,1,1.0,White,Female
686,1,0.0,White,Female
687,1,1.0,White,Female
688,1,1.0,White,Male
689,0,0.0,White,Male
690,1,0.0,White,Male
691,1,0.0,White,Female
692,1,1.0,Other,Female
693,1,0.0,White,Female
694,1,0.0,White,Male
695,1,1.0,White,Male
696,0,0.0,Black,Male
697,1,1.0,White,Male
698,1,1.0,Hispanic,Male
699,1,1.0,White,Female
700,0,0.0,White,Female
701,1,1.0,White,Male
702,1,0.0,White,Male
703,1,0.0,White,Male
704,1,0.0,White,Male
705,1,0.0,White,Female
706,1,0.0,Other,Male
707,1,0.0,Black,Female
708,1,0.0,White,Male
709,0,0.0,Black,Female
710,1,0.0,White,Male
711,1,0.0,White,Female
712,1,1.0,White,Male
713,1,0.0,White,Female
714,1,1.0,White,Female
715,1,0.0,Black,Female
716,1,1.0,White,Female
717,1,0.0,Black,Female
718,1,0.0,Black,Male
719,1,0.0,Black,Female
720,1,1.0,White,Female
721,1,0.0,White,Male
722,1,1.0,Hispanic,Male
723,0,0.0,Hispanic,Female
724,1,1.0,White,Male
725,1,0.0,White,Male
726,1,0.0,White,Male
727,1,0.0,White,Male
728,1,1.0,White,Male
729,1,1.0,White,Female
730,1,1.0,White,Male
731,1,1.0,White,Male
732,1,0.0,Asian,Female
733,1,0.0,Hispanic,Female
734,1,1.0,White,Male
735,1,0.0,White,Male
736,1,0.0,White,Female
737,1,1.0,White,Male
738,1,0.0,White,Male
739,1,1.0,White,Female
740,1,1.0,White,Female
741,1,1.0,White,Male
742,1,1.0,White,Male
743,1,0.0,White,Male
744,1,0.0,White,Female
745,1,1.0,White,Female
746,1,1.0,White,Male
747,1,0.0,White,Female
748,1,1.0,White,Male
749,1,1.0,White,Female
750,1,1.0,White,Male
751,1,1.0,White,Female
752,1,1.0,White,Male
753,1,0.0,White,Male
754,1,1.0,White,Female
755,1,0.0,White,Male
756,1,0.0,White,Female
757,1,1.0,White,Female
758,1,0.0,Asian,Male
759,1,0.0,Asian,Female
760,1,1.0,White,Female
761,1,0.0,White,Female
762,1,1.0,White,Male
763,0,0.0,White,Female
764,1,1.0,White,Male
765,1,0.0,White,Male
766,1,1.0,White,Female
767,1,0.0,Hispanic,Female
768,0,0.0,White,Male
769,1,1.0,White,Female
770,1,1.0,White,Female
771,1,1.0,White,Male
772,1,0.0,White,Male
773,1,0.0,Hispanic,Female
774,1,1.0,White,Male
775,1,1.0,White,Male
776,1,0.0,White,Female
777,1,0.0,White,Male
778,1,1.0,Hispanic,Female
779,1,1.0,White,Male
780,1,0.0,White,Female
781,1,1.0,White,Female
782,1,1.0,Asian,Female
783,1,1.0,White,Male
784,1,1.0,White,Female
785,1,1.0,White,Female
786,1,1.0,White,Male
787,1,0.0,Asian,Female
788,0,0.0,White,Male
789,1,0.0,White,Male
790,1,0.0,Asian,Male
791,1,1.0,Asian,Male
792,1,1.0,White,Female
793,1,1.0,Asian,Female
794,1,1.0,White,Male
795,1,1.0,White,Male
796,1,0.0,White,Male
797,1,0.0,White,Female
798,1,0.0,White,Female
799,1,1.0,White,Male
800,1,1.0,White,Male
801,1,0.0,White,Male
802,1,1.0,White,Male
803,0,0.0,Hispanic,Male
804,1,1.0,White,Female
805,1,0.0,White,Male
806,1,0.0,White,Male
807,1,0.0,White,Male
808,1,0.0,White,Male
809,1,1.0,White,Male
810,0,1.0,Asian,Male
811,1,1.0,White,Female
812,1,1.0,White,Male
813,1,0.0,White,Female
814,1,1.0,White,Male
815,1,1.0,White,Female
816,1,0.0,White,Female
817,1,0.0,White,Male
818,1,0.0,White,Male
819,1,0.0,White,Male
820,1,0.0,White,Female
821,1,1.0,White,Male
822,1,0.0,White,Male
823,1,0.0,Black,Male
824,1,1.0,White,Male
825,1,1.0,White,Female
826,1,1.0,White,Male
827,1,0.0,White,Male
828,1,1.0,White,Male
829,1,1.0,White,Male
830,1,0.0,White,Male
831,1,0.0,Asian,Female
832,1,0.0,White,Male
833,1,1.0,White,Male
834,1,0.0,White,Male
835,1,1.0,White,Male
836,1,0.0,White,Male
837,1,0.0,White,Female
838,1,1.0,White,Male
839,1,1.0,White,Female
840,1,1.0,White,Female
841,0,0.0,White,Male
842,1,1.0,White,Female
843,0,0.0,White,Male
844,1,1.0,White,Female
845,1,0.0,White,Male
846,1,0.0,White,Male
847,1,0.0,White,Male
848,1,0.0,White,Female
849,1,0.0,White,Female
850,0,0.0,White,Female
851,1,0.0,White,Female
852,1,0.0,White,Male
853,1,0.0,White,Female
854,1,1.0,White,Male
855,1,1.0,White,Male
856,1,0.0,White,Male
857,1,1.0,White,Female
858,1,0.0,White,Male
859,1,1.0,White,Female
860,1,1.0,White,Female
861,1,1.0,White,Male
862,1,1.0,White,Male
863,1,0.0,White,Male
864,1,1.0,White,Male
865,1,1.0,White,Female
866,1,1.0,White,Male
867,1,1.0,White,Female
868,1,0.0,White,Male
869,1,0.0,White,Female
870,1,1.0,White,Male
871,1,0.0,Asian,Male
872,0,0.0,White,Male
873,1,0.0,Asian,Male
874,1,0.0,White,Male
875,1,0.0,Hispanic,Male
876,1,0.0,White,Male
877,0,0.0,Black,Male
878,1,1.0,White,Male
879,1,0.0,White,Female
880,1,1.0,White,Male
881,1,1.0,Asian,Male
882,1,0.0,Black,Male
883,1,0.0,White,Female
884,0,0.0,White,Male
885,1,1.0,White,Male
886,1,0.0,White,Male
887,1,1.0,White,Male
888,1,1.0,White,Male
889,0,1.0,White,Male
890,1,1.0,White,Male
891,0,0.0,White,Female
892,1,1.0,White,Female
893,1,0.0,Other,Female
894,1,1.0,Asian,Female
895,1,1.0,White,Male
896,1,1.0,White,Female
897,1,1.0,White,Female
898,1,0.0,White,Female
899,1,1.0,White,Male
900,1,0.0,White,Female
901,1,1.0,Hispanic,Male
902,1,0.0,Hispanic,Female
903,1,0.0,Asian,Female
904,1,1.0,White,Male
905,1,0.0,White,Male
906,1,1.0,White,Female
907,0,1.0,White,Male
908,1,1.0,White,Male
909,1,1.0,White,Female
910,1,1.0,White,Male
911,1,1.0,White,Male
912,1,1.0,White,Male
913,1,1.0,Asian,Male
914,1,1.0,White,Male
915,1,0.0,Black,Male
916,1,1.0,Other,Male
917,1,1.0,White,Female
918,1,1.0,White,Female
919,1,1.0,White,Male
920,1,1.0,White,Female
921,0,0.0,Black,Female
922,1,1.0,White,Male
923,0,0.0,White,Male
924,1,1.0,Black,Female
925,1,1.0,White,Male
926,1,0.0,White,Male
927,1,1.0,Hispanic,Female
928,1,1.0,White,Male
929,1,0.0,White,Male
930,1,0.0,White,Male
931,1,1.0,White,Male
932,1,1.0,White,Female
933,1,0.0,White,Male
934,1,1.0,White,Female
935,1,0.0,Hispanic,Female
936,1,1.0,White,Male
937,1,0.0,White,Female
938,1,0.0,Asian,Female
939,1,0.0,White,Female
940,1,1.0,White,Female
941,1,1.0,White,Male
942,1,1.0,White,Female
943,1,1.0,White,Male
944,1,0.0,White,Male
945,1,0.0,White,Male
946,1,1.0,White,Female
947,1,0.0,Hispanic,Male
948,1,1.0,White,Female
949,1,0.0,White,Female
950,1,1.0,White,Male
951,1,0.0,Asian,Male
952,1,1.0,White,Female
953,1,0.0,White,Male
954,1,1.0,White,Male
955,1,1.0,White,Male
956,1,0.0,White,Male
957,1,1.0,White,Male
958,1,0.0,White,Female
959,1,0.0,White,Male
960,1,1.0,White,Female
961,1,1.0,White,Male
962,1,0.0,White,Female
963,0,0.0,White,Male
964,1,0.0,White,Male
965,1,1.0,White,Male
966,1,1.0,White,Male
967,1,1.0,White,Female
968,1,0.0,White,Male
969,1,0.0,White,Female
970,1,1.0,White,Female
971,1,0.0,White,Female
972,0,0.0,White,Female
973,1,1.0,White,Male
974,1,0.0,White,Female
975,1,0.0,White,Male
976,1,0.0,White,Female
977,1,1.0,White,Female
978,1,1.0,White,Male
979,1,1.0,White,Male
980,1,1.0,White,Male
981,1,1.0,White,Female
982,1,1.0,Hispanic,Female
983,1,1.0,White,Male
984,1,1.0,White,Male
985,1,1.0,White,Male
986,1,1.0,White,Male
987,1,0.0,White,Male
988,1,1.0,White,Male
989,1,0.0,White,Female
990,1,1.0,White,Male
991,1,0.0,White,Female
992,1,0.0,White,Male
993,1,1.0,White,Female
994,1,1.0,White,Female
995,1,1.0,White,Male
996,1,1.0,White,Female
997,1,0.0,Asian,Female
998,1,0.0,White,Male
999,1,1.0,White,Male
1000,1,0.0,White,Male
1001,1,1.0,White,Female
1002,1,0.0,White,Male
1003,1,1.0,White,Female
1004,1,0.0,White,Female
1005,1,1.0,White,Female
1006,1,1.0,White,Male
1007,1,0.0,White,Female
1008,1,1.0,White,Female
1009,0,1.0,White,Female
1010,1,1.0,White,Female
1011,1,1.0,White,Male
1012,1,1.0,White,Female
1013,1,1.0,White,Female
1014,1,0.0,White,Male
1015,1,0.0,White,Female
1016,1,0.0,White,Female
1017,1,1.0,Asian,Male
1018,1,0.0,White,Male
1019,1,0.0,White,Female
1020,1,1.0,White,Male
1021,1,1.0,White,Male
1022,1,1.0,White,Female
1023,1,0.0,White,Male
1024,1,0.0,Asian,Male
1025,1,1.0,White,Female
1026,1,0.0,White,Female
1027,1,1.0,White,Male
1028,1,1.0,White,Male
1029,1,1.0,White,Male
1030,1,0.0,White,Female
1031,1,1.0,White,Male
1032,1,0.0,White,Female
1033,1,1.0,White,Female
1034,1,0.0,White,Male
1035,1,1.0,White,Male
1036,1,1.0,White,Male
1037,1,1.0,White,Male
1038,0,0.0,Asian,Male
1039,0,0.0,White,Female
1040,1,1.0,White,Male
